Tweet,Class
راولپنڈی کی سڑکوں پر بنے گڑھوں کی وجہ سے روزانہ نئے حادثات جنم لے رہے ہیں,N
نوجوانوں کی نئی ایجاد نے پیر کے روز عالمی مقابلے میں پہلی پوزیشن حاصل کر کے ملک کا نام روشن کیا,P
کراچی کی سڑکوں پر بنے گڑھوں کی وجہ سے صبح سویرے روزانہ نئے حادثات جنم لے رہے ہیں,N
تاجر کی سادگی اور خلوص نے صبح سویرے ہر ملنے والے کا دل جیت لیا,P
ادیب کی ہٹ دھرمی نے رات گئے مذاکرات کی تمام کوششوں کو ناکام بنا دیا,N
دکاندار کی رہنمائی میں صبح سویرے نوجوان ٹیم نے قابل ستائش کارکردگی کا مظاہرہ کیا,P
شاعر نے مشکل حالات میں بھی پیر کے روز مسکراہٹ نہیں کھوئی اور دوسروں کے لیے حوصلے کا باعث بنے,P
رات گئے صبح سویرے پرندوں کی چہچہاہٹ اور تازہ ہوا دل کو ایک عجیب سکون دیتی ہے,P
این جی او نے گزشتہ ماہ نئی پالیسی متعارف کروائی جس سے عام آدمی کو کافی ریلیف ملنے کی توقع ہے,P
نوجوانوں کی نئی ایجاد نے عالمی مقابلے میں پہلی پوزیشن حاصل کر کے ملک کا نام روشن کیا,P
بارش کے بعد اسلام آباد کا موسم انتہائی خوشگوار ہو گیا اور موسم سرما میں لوگ گھروں سے باہر نکل آئے,P
وکیل کی مسلسل غفلت کے باعث سالانہ تقریب میں ایک اور موقع ضائع ہو گیا,N
یونیورسٹی کی بروقت مدد سے سیلاب متاثرین کی زندگی دوبارہ پٹری پر آ گئی,P
محبت اور خلوص سے بھرا یہ رشتہ بھی اتنا ہی مضبوط ہے جتنا پہلے دن تھا,P
طالب علم کے دھوکے نے برسوں کی دوستی کو ایک ہی لمحے میں ختم کر دیا,N
صحت کارکن نے بحران کے باوجود رات گئے ہمت نہ ہاری اور اپنا کاروبار دوبارہ کھڑا کر دکھایا,P
بینک کے تعاون سے بے گھر خاندانوں کو محفوظ رہائش فراہم کر دی گئی,P
موسم سرما میں لسبیلہ کی گلیاں روشنیوں اور رونق سے جگمگا اٹھیں,P
شادی کی تقریب میں رشتہ داروں کا پرتپاک استقبال دیکھ کر دل باغ باغ ہو گیا,P
شاعر کو پیر کے روز بین الاقوامی سطح پر ایوارڈ ملنے پر پورے خاندان میں خوشی کی لہر دوڑ گئی,P
شاعر کی انتھک محنت رنگ لائی اور سالانہ تقریب میں انہیں وہ مقام مل گیا جس کے وہ حقدار تھے,P
خشک سالی نے کسانوں کی پوری فصل تباہ کر دی اور وہ مقروض ہو گئے,N
منہگائی کی چکی میں پستا امسال غریب طبقہ دو وقت کی روٹی کو بھی ترس گیا ہے,N
محلے دار نے بحران کے باوجود چھٹی کے دن ہمت نہ ہاری اور اپنا کاروبار دوبارہ کھڑا کر دکھایا,P
کتاب پڑھنے کی عادت نے امسال میری سوچ کے دائرے کو بہت وسیع کر دیا,P
تاجر کی رہنمائی میں نوجوان ٹیم نے قابل ستائش کارکردگی کا مظاہرہ کیا,P
پولیس محکمہ کے وعدے امسال صرف کاغذوں تک محدود رہے، عملی طور پر کچھ نہ ہو سکا,N
خشک سالی نے کسانوں کی پوری فصل تباہ کر دی اور وہ مقروض ہو گئے,N
منہگائی کی چکی میں پستا غریب طبقہ دو وقت کی روٹی کو بھی ترس گیا ہے,N
گلگت میں نئے ہسپتال کے قیام سے دیہی علاقے کے مریضوں کو بروقت علاج میسر آ گیا,P
راولپنڈی میں پانی کی قلت نے شہریوں کا جینا محال کر دیا ہے,N
واپڈا کی سست روی کی وجہ سے اس ہفتے فائل مہینوں دفتروں میں پڑی رہی,N
آن لائن دھوکہ دہی کا شکار ہو کر امسال نوجوان کی جمع پونجی چند لمحوں میں لٹ گئی,N
امسال حیدرآباد کی گلیاں روشنیوں اور رونق سے جگمگا اٹھیں,P
پارلیمنٹ کے تعاون سے بجٹ کے بعد بے گھر خاندانوں کو محفوظ رہائش فراہم کر دی گئی,P
طویل انتظار کے بعد رمضان میں بالآخر بارش نے شہر کی گرمی سے نجات دلا دی,P
نرس کی انتھک محنت رنگ لائی اور انہیں وہ مقام مل گیا جس کے وہ حقدار تھے,P
میچ میں ناقص فیصلوں کی وجہ سے بجٹ کے بعد ٹیم کو آخری لمحات میں شکست کا سامنا کرنا پڑا,N
نوشہرہ کی سڑکوں پر بنے گڑھوں کی وجہ سے روزانہ نئے حادثات جنم لے رہے ہیں,N
وکیل کی خودغرضی نے پورے منصوبے کو ناکامی سے دوچار کر دیا,N
نرس کا عاجزانہ رویہ اور دوسروں کی مدد کا جذبہ قابل تقلید ہے,P
نرس کی ہٹ دھرمی نے عید کے موقع پر مذاکرات کی تمام کوششوں کو ناکام بنا دیا,N
نوجوان نسل نے بحران کے باوجود اس ہفتے ہمت نہ ہاری اور اپنا کاروبار دوبارہ کھڑا کر دکھایا,P
طویل انتظار کے بعد امسال بالآخر بارش نے شہر کی گرمی سے نجات دلا دی,P
طویل انتظار کے بعد بالآخر بارش نے شہر کی گرمی سے نجات دلا دی,P
جعلی ادویات کے کاروبار نے امسال سینکڑوں مریضوں کی جان خطرے میں ڈال دی,N
خاندان کے ساتھ پہاڑوں کی سیر ایک ناقابل فراموش تجربہ ثابت ہوئی,P
عدالت کی ناقص کارکردگی کے باعث امسال شہریوں کا اعتماد مکمل طور پر متزلزل ہو گیا,N
امتحان میں ناکامی کے بعد طالب علم شدید ذہنی دباؤ کا شکار ہو گیا,N
اسلام آباد کے رات گئے میں مسلسل بگاڑ نے عوام کو شدید مایوسی سے دوچار کر دیا,N
جھوٹی خبروں کے سیلاب نے سوشل میڈیا صارفین کو شدید ذہنی کوفت میں مبتلا کر دیا,N
پیٹرول اور بجلی کی قیمتوں میں عید کے موقع پر مسلسل اضافے نے متوسط طبقے کی کمر توڑ دی ہے,N
ریلوے کے وعدے صرف کاغذوں تک محدود رہے، عملی طور پر کچھ نہ ہو سکا,N
کوئٹہ کے میں نمایاں بہتری نے شہریوں کے چہروں پر مسکراہٹ بکھیر دی,P
دکاندار پر لگے کرپشن کے الزامات انتخابات کے قریب ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
کارخانے کی آلودگی نے عید کے موقع پر قریبی آبادی کو سانس کی بیماریوں میں مبتلا کر دیا ہے,N
گزشتہ ماہ سماجی کارکن نے گوجرانوالہ میں محکمہ زراعت کے تعاون سے ایک شاندار منصوبہ مکمل کر لیا جس سے ہزاروں افراد مستفید ہوں گے,P
بارش کے بعد بہاولپور کا موسم انتہائی خوشگوار ہو گیا اور رات گئے لوگ گھروں سے باہر نکل آئے,P
کتاب پڑھنے کی عادت نے میری سوچ کے دائرے کو بہت وسیع کر دیا,P
یونیورسٹی کی بروقت مدد سے سیلاب متاثرین کی زندگی دوبارہ پٹری پر آ گئی,P
سیاستدانوں کی باہمی چپقلش نے بجٹ کے بعد عوامی مسائل کو مکمل طور پر پس پشت ڈال دیا,N
ژوب میں نئی سڑک کی تعمیر سے سفر کا دورانیہ آدھا رہ گیا، مسافروں نے سکون کا سانس لیا,P
سرکاری ہسپتالوں میں امسال ادویات کی کمی کے باعث مریض علاج سے محروم رہ گئے,N
کھلاڑی کو امسال بین الاقوامی سطح پر ایوارڈ ملنے پر پورے خاندان میں خوشی کی لہر دوڑ گئی,P
میچ میں ناقص فیصلوں کی وجہ سے ٹیم کو آخری لمحات میں شکست کا سامنا کرنا پڑا,N
شادی کی تقریب میں حالیہ دنوں میں رشتہ داروں کا پرتپاک استقبال دیکھ کر دل باغ باغ ہو گیا,P
نوجوانوں کی نئی ایجاد نے صبح سویرے عالمی مقابلے میں پہلی پوزیشن حاصل کر کے ملک کا نام روشن کیا,P
فیصل آباد کی گلیوں میں کوڑے کے ڈھیر بیماریاں پھیلانے کا باعث بن رہے ہیں,N
شدید گرمی اور لوڈشیڈنگ نے اس ہفتے راولپنڈی کے باسیوں کی زندگی اجیرن کر دی ہے,N
انجینئر نے مشکل حالات میں بھی مسکراہٹ نہیں کھوئی اور دوسروں کے لیے حوصلے کا باعث بنے,P
کھلاڑی پر لگے کرپشن کے الزامات رمضان میں ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
شادی کی تقریب میں بجٹ کے بعد رشتہ داروں کا پرتپاک استقبال دیکھ کر دل باغ باغ ہو گیا,P
نوجوانوں کی نئی ایجاد نے رات گئے عالمی مقابلے میں پہلی پوزیشن حاصل کر کے ملک کا نام روشن کیا,P
این جی او کی غفلت کے باعث بہاولپور کی فیکٹری میں آتشزدگی سے کئی مزدور جھلس گئے,N
نوجوانوں کی نئی ایجاد نے گزشتہ ماہ عالمی مقابلے میں پہلی پوزیشن حاصل کر کے ملک کا نام روشن کیا,P
رات گئے فیصل آباد کی گلیاں روشنیوں اور رونق سے جگمگا اٹھیں,P
نوشہرہ کے گزشتہ ماہ میں مسلسل بگاڑ نے عوام کو شدید مایوسی سے دوچار کر دیا,N
انجینئر کا عاجزانہ رویہ اور دوسروں کی مدد کا جذبہ انتخابات کے قریب قابل تقلید ہے,P
ملتان کے بازاروں میں بجٹ کے بعد غیر معمولی رونق دیکھی گئی، دکاندار خوش نظر آئے,P
دوران ژوب میں منعقدہ ثقافتی میلے نے تمام شہریوں کا دل موہ لیا,P
حکومت کی سست روی کی وجہ سے فائل مہینوں دفتروں میں پڑی رہی,N
جعلی ادویات کے کاروبار نے سینکڑوں مریضوں کی جان خطرے میں ڈال دی,N
دوستوں کے ساتھ اس ہفتے گزارا وقت زندگی کی سب سے قیمتی یادوں میں شمار ہوتا ہے,P
نرس کا عاجزانہ رویہ اور دوسروں کی مدد کا جذبہ بجٹ کے بعد قابل تقلید ہے,P
