Comment,Label
song start,Normal
right now,Normal
loved,Positive
wow feels like still rohail production era after listening song,Positive
lo star,Normal
divided by borders united by music,Positive
baap baap rahega kabhi paise nahin jita jata koi paisa nahin diya gaya achcha nahin khel pata usmein paise lena dena baap baap rahega hero rahega,Negative
ghadeya,Positive
love di really an inspiration wishing lots luck your future best mentor,Positive
bol papa beta kon,Negative
thik kaha bhai bap bap hotahe yakin nehihe aapne maa puchle,Negative
poy moonjada pacha vaname jaake thera bap poocho kon heh,Negative
bhai vo kala jadu karne wale muh chhupa rahe,Negative
raffle your prime minister lied,Negative
dekho,Positive
rafail social media gira,Negative
tumhari problem waqt pehle naachna shuru jata tumhara last main rona shuru jata tumhara,Negative
america destroyed bin laden,Negative
season was peak coke,Positive
love,Positive
luv,Positive
amazing voice,Positive
yarr etne vale jitne pr khush huva,Negative
litti bihari food good bloging,Positive
bhai jaat nikla,Positive
wahi toh baap baap hota beta beta hota bhoola mat karo chahe kuch baap tum logo rahega bo bharat sar jameen jis naam rakh reh rahe betaaaaa,Negative
love man proud,Positive
best luck your new endeavor,Positive
beta bap bap hota our beta beta hota,Negative
dont know what say how say but r grttttttttttttttttttttttttttttt di,Positive
song ultimate masterpiece,Positive
beautiful look,Positive
true no matter how advanced country live world,Normal
bhai charger chura liya,Negative
best one,Positive
probably greatest coke song till now,Positive
tumhre baap nabhishek,Negative
ni yo lelo kap,Negative
father abhisek nnext abbu varma,Negative
lov,Normal
mam thank much always supported students keep up mam,Positive
really its very deep song,Positive
saare wale desh bahar yamuna nagar kheri rangran jagadhari,Normal
gawar,Positive
nikal gayi hekdi lawdo,Negative
can plz tell music name used video,Normal
befukufffff pakistannnn shoti c khushiii par kese pagal huyeee,Negative
congrats pray,Positive
kuch kaho yaar bgm bahut achi iskei,Positive
hahhahahahahahahahahahaha,Positive
koi baat nahi camara no hoti tum match jite hot,Negative
hearttaching,Positive
want more,Positive
abe jeet nahin paate fir karte paise diya gaya abe pahle dhang khiladi khila paisa aisa nahin kiya jata final bataen kaise aaye agar koi match jeet jata final nahin ghuste bekar khel rahe paisa paise baat bharat agar paise gai tumhara mil jaega tumhare aaspaas jameen abhi jaati bekar khele tum log google,Negative
wonderful background music,Positive
love your lecture,Positive
how did get there r studying free,Normal
pakistani tum log batcha batcha banke raho,Negative
can touch them also l can t help laughing,Positive
already watch bts,Positive
anyone else,Positive
master pace,Normal
proud tell bihari food litti,Positive
kyaa baat veeere jameen jude hue abhi fakhar,Normal
anyone sept,Positive
loved one best vlogs had ever seen buffalos everything was lovable enzoyable,Positive
beautiful,Positive
chuiye ndhruv real desh bhakt,Normal
amazing song truly genuine effort made by singers impart message hidden its core,Positive
risk ishq,Positive
tum sabka bap,Negative
coke better then,Positive
german shperd,Normal
thik kaha bhai tune baap baap hota,Negative
wah baat hey,Positive
match nahi jit pate itna bora bora bhate,Negative
still listening after years,Normal
pharh parla sachy murshad daa jeera teno paar lagaway,Positive
otherwise like vlog bcoz luv,Normal
vivek rawat waala dekh,Normal
god bless di,Positive
subha lagta pehli baar pak special raat laga diya chor asia cup leke bhag gaye tumare aaka,Negative
si sweet adorable,Positive
bhaiya said,Normal
off baad chat gpt course fee apki,Normal
also love,Positive
purvi tumhara yaad rakhna saloo,Negative
saala last nahi chilaa,Negative
daily listeners,Positive
most awaited vlog,Positive
best one coke,Positive
start pink chut last wahi pink kaali kar diye,Negative
lagta ap big boss liye pe aye howe,Positive
magic starts,Normal
bro julie bhabi looking damm beautiful indian dress lots love jammu kashmir both especially brother,Positive
tridip dey no idea about diversity depth indian music,Positive
super song,Positive
singer indian ?,Normal
yeh piche wale indian,Negative
will love see,Positive
lyrics just way too awesome,Positive
being small town gives immense motivation if labour dedication yourself,Positive
mtlb,Normal
apni kaksha puri team topo salami,Positive
ethereal,Positive
rafale kala jadu kar giraya,Negative
kachya te rakhye umeed paar di,Positive
aap har gaye bole paisa liya tab bahut nache jab ham hamare out gaye,Negative
like st criticize nafter gating hate,Negative
nigum arshed thank ji these legitdownloads,Normal
koi punjabi,Normal
nice explanation hariyanavi proud things,Positive
kata hakh kamon lage,Negative
also side jhajjar district,Normal
aimers,Normal
yr aam c baat gai inki aisi video dekhna sala har baat inki besti sale isi layak,Negative
di will always support,Positive
very nice initiative protect water bodies,Positive
great guys awesome,Positive
your guide,Positive
cxud gye guru,Negative
meet amicably,Normal
great us di here will help spread them can t see feel very nice such mentors us,Positive
bap bye bye kar jana beta,Negative
realllyyyyyyyyyy its years ago,Normal
aray bhai kahan itne din,Normal
: something wah,Normal
njaat bhawan,Normal
pagal,Negative
anyone may,Normal
bjp wants know your location,Normal
blore. bro..,Positive
love france,Positive
hypersmrtgaming only andhbhakto lagta,Negative
iit madras kanpur review plz,Normal
traditional bihari food thanks juli cover part,Positive
baap baap hota ok,Negative
bullay shah baba fareed shah latif bhatai they marvelous their poetry deeper thinking,Positive
bhai aisi wali tshirt leke aana mere liye,Negative
hum gaon baccho padahyenge jarur,Positive
samajh aaya baap kon,Negative
came,Normal
jee bhai,Normal
proud moment,Positive
chargar leke vag giya pakisthan hal dekho last yea achha,Negative
verma akele inki maa di hahahaha,Negative
hiba arnous love our syrian brothers sisters always,Positive
ufff sitarrrrrr,Positive
abi tum katcha,Negative
bhai zara bigg boss ott jaake thoda baja aao,Positive
btw ise ham voyeurism nahi kahenge kyuki isme isne jageh visit kiya waha features interesting fun facts diye jabki voyeurism wali videos banda apne din har choti detail include karta jisse viewer esi feeling aae hame iss youtuber bare sab pata,Negative
reels doing something good,Positive
great,Positive
bhai kab say puja bidhi,Normal
aalha tumhara alhar maze heta tum sab baap bap hotaa,Negative
team naand force,Negative
baap kon,Negative
kon bahn louda bhai charger sura leke gaya,Negative
new papa verma,Negative
seems maximum public has nothing else,Negative
dubai may trophy chori nyaha charger chori,Negative
tum muslim,Normal
nice thankyou much like,Positive
rathee bhaiya kahu ya pta kahun but jatin watch ur vidoes vlogs channel as well as educational channel inspiration bhaiya jatin nbhaiya heart de dena plss,Normal
woow truly an inspiration gratitude respect,Positive
amazing selection,Positive
syestumm,Normal
pel diya nsahi kahaa baap baap hota nbaap uchi aavaj nahi aokat rahoo,Negative
sourav joshi,Normal
insta feed,Positive
bhai tu bajral dal toh join nahi kar liya,Normal
enjoying masterpiece,Positive
soulful music,Positive
tum roh lo,Negative
pakistanyo aa gaya swaad,Negative
thuk chat lya beta hehe bap bap hota zihadi tumhra,Negative
mighty sagar veena,Positive
uff great,Positive
lmao,Positive
damn respect great work,Positive
elvis win big boss ott,Positive
jhoot bolne yehi nuksaan yaad rakhna padta bola,Negative
mee but not microsoft,Normal
dikha,Normal
just becouse teri mummy deti iska matlab yeh sab maa bhene dengi,Normal
jgiya khali teaches hum sabhi exam main pass pass students fir srkar hame months job deke nikal dege hmne itni study krke exam pass krke government job sirf months de rahi,Negative
bacho sapne aata hoga tumhara nya bap varma,Negative
anyone listening song,Normal
thats what they teaching kids,Negative
gobar was personal,Normal
beta par tu tatti,Negative
admire your decision mr aman shradha ma guys fenomenal,Positive
moosetape,Positive
your fathers,Normal
emotional great,Positive
see partners other side moon very far,Normal
thanks much your kind words,Positive
kyya ghana kasam,Positive
tum logon duaon agar takat hota asia cup teen bar khele teenon bar gand marva kar gaye,Negative
bas chal,Positive
dekho match end mei batana kitna dard diya indian lion tumhe,Negative
its better one depression,Positive
incredible people,Positive
great gesture shraddha,Positive
just love song,Positive
nall best,Positive
aab pata laga baap baap hota ha,Negative
hamzaaa,Positive
soni & mahiwal,Positive
there,Normal
bundles thanks,Positive
nice video but rear seat seat belt kaun lgata,Positive
song deserves best among coke creations,Positive
aniruddh singh king,Positive
luv dis collaboration,Positive
baap baap hota pata chal gaya hoga baap,Negative
hen forest,Normal
sale garibo kisa laga,Negative
nimra rafiq,Positive
ha apko fasal dekhkar pta chla,Normal
manipur violence video bnao,Normal
everytime listen song,Positive
guys really amazing infinite respect soul love bhai,Positive
love never ends,Positive
eyeeahhhhhhhh bol rhi madam,Positive
beta wah bap jo lollypop bachhe de uski maa le le ta waise tumhare sath huaaa kuchh wicket de khuss kiya fir pure pak mar li,Negative
aapne dess media toh ghante jahar ugalte nye minutes ugal dega toh aajtak,Normal
pasoori nothing front,Normal
epic composition,Positive
harry sharma,Positive
jang tum lok kabhi jeet nahi pao ge match jito ge,Negative
awsome love,Positive
bete paki,Negative
sahi kaha pakiyo bab bap hota bar fir sidd gaya,Negative
apne khuda sharminda karte tum log,Negative
golaghat assam spent years panipat day,Normal
ware your mask roads,Normal
pura gaav samajhdar hota neher mei kuda fekte,Normal
lucknow too much rain listening,Normal
kon kon tiktok idhar aya,Positive
mare mamu log rathee jatt main aye now life district kasur,Normal
nsaa km kro porkio,Negative
tumko pata mujhse kabhi nahin ji sakte tum itne kyon bhonkate,Negative
best song ever,Positive
love mercury,Normal
song yarr just delighted,Positive
happy liked,Positive
poor country zero economic zero education terrorist contry,Negative
kon kon kewal maje lene aaya,Negative
great,Positive
aalu khaoge,Negative
inshaallah baap verma,Negative
finally accepted baap baap hota hh,Negative
bismah dossa,Positive
apprenticeship vs internship nplease make video topic,Normal
mera beta aa gya swad tera papa hu beta mere beta virat papa bhul gya,Negative
praise bahut jada nplease praise kam kariye ya nfree corse laiye,Positive
happy,Positive
background music nice,Positive
pakistani like mere dodo baap mere dodo baap,Negative
sep any one,Normal
bhai chargar gayeb nindia wale maja lelo,Negative
name king,Positive
arts background pursuing bachelor arts really want learn sql will want know which programming language required learn sql should learn c language before sql ms excel required sql please suggest,Normal
rivers life,Positive
beautifully described,Positive
sep attendance,Normal
saalon hamesa sapno rahoge bich jo ladki badi khubsurat dikh rahi thi dikha usko bolde walo bahu ban jaye bache nikal dengee,Negative
sahi bola baap baap hota final result dekh liya chupiye,Negative
anyone going th,Normal
pakka cell sanghi video research purpose liye dekh rahe hoge,Normal
thanks thinking,Positive
kon kon dekh,Normal
thumse nahi hoppayega betta,Negative
jhula jhulo per baap mat bholo sharma nehi re baba verma tumko lagta bhik manga pak,Negative
wahi toh hum keh rahe hain baap,Negative
praise music,Positive
kukuro jete bhukile kn hebo sabubele sei kukuro heiki rahibo,Negative
new abu varma,Negative
take care,Normal
greatest thing,Positive
beta sharma ji gaye varma ji pel chale gaye,Negative
mazy ha,Normal
bap tumhara indean hay,Negative
mere dost nu jana mil,Positive
abe sale baap baap hota njai hind,Negative
logoka dimag hain jung jit gya barda majak,Negative
beautyyyyyyyy amazingggggg,Positive
arijit singh at coke,Positive
rd nov its,Normal
let' good friends,Positive
money can buy worshiper bugwan add your library,Normal
sy agr kisi ny course lena kesy ly q googlepay ni plz guide,Negative
